customer_customer_id,payment_method,review_rating,season,product_product_id
101,Cash,2.7,Fall,16926
102,Credit Card,4.6,Spring,7670
103,Credit Card,4.8,Winter,9752
104,Venmo,4.0,Winter,10050
105,PayPal,4.4,Spring,6421
106,Bank Transfer,3.6,Fall,12412
107,Credit Card,3.7,Summer,14965
108,PayPal,3.1,Winter,3418
109,Bank Transfer,3.4,Spring,482
110,Bank Transfer,2.6,Spring,5416
111,Venmo,4.0,Summer,9661
112,Credit Card,5.0,Summer,12535
113,PayPal,4.3,Spring,7680
114,PayPal,3.1,Winter,13617
115,Cash,3.7,Summer,17493
116,Debit Card,3.8,Spring,11588
117,Venmo,3.4,Spring,17636
118,Cash,4.6,Summer,478
119,Cash,4.8,Fall,6914
120,Cash,4.3,Fall,17243
121,Bank Transfer,4.0,Summer,5448
122,Cash,4.2,Winter,6355
123,Cash,4.8,Spring,8975
124,Cash,3.1,Fall,10010
125,PayPal,3.1,Spring,14838
126,Venmo,3.6,Winter,5817
127,Cash,3.9,Spring,10866
128,Credit Card,4.8,Winter,7746
129,Credit Card,4.7,Spring,4751
130,PayPal,4.2,Summer,14622
131,PayPal,3.7,Fall,16952
132,Credit Card,3.9,Summer,2570
133,PayPal,4.7,Fall,9153
134,Venmo,2.5,Winter,2275
135,Cash,4.9,Fall,4939
136,PayPal,4.1,Fall,4032
137,Debit Card,3.3,Winter,5465
138,PayPal,4.7,Spring,7503
139,Bank Transfer,4.4,Winter,1249
140,Venmo,3.8,Fall,3481
141,Credit Card,3.9,Fall,14150
142,PayPal,4.9,Fall,4144
143,Credit Card,3.1,Fall,9853
144,PayPal,2.7,Fall,2945
145,Cash,3.2,Fall,14062
146,Debit Card,4.5,Fall,3504
147,Venmo,4.0,Fall,10843
148,Bank Transfer,3.5,Summer,6840
149,Debit Card,2.6,Fall,509
150,PayPal,3.2,Summer,8477
151,Debit Card,4.9,Fall,1835
152,Venmo,4.5,Fall,2412
153,Venmo,4.3,Summer,14928
154,Debit Card,3.2,Winter,14534
155,Venmo,3.6,Fall,745
156,Bank Transfer,4.3,Spring,12079
157,Debit Card,4.0,Fall,15535
158,Bank Transfer,3.0,Fall,8309
159,Bank Transfer,4.1,Fall,12330
160,Bank Transfer,3.8,Fall,1174
161,Venmo,4.6,Summer,1
162,Venmo,3.0,Fall,14565
163,PayPal,3.0,Summer,11495
164,Debit Card,3.4,Summer,6765
165,Credit Card,2.6,Spring,14058
166,Cash,2.8,Winter,17569
167,Cash,4.0,Fall,15981
168,Credit Card,4.0,Fall,12121
169,Cash,3.0,Summer,11890
170,PayPal,3.3,Summer,16313
171,Venmo,2.6,Fall,15695
172,Credit Card,3.6,Summer,9330
173,Credit Card,3.9,Summer,6898
174,Cash,3.4,Fall,7645
175,Venmo,3.5,Winter,15398
176,Bank Transfer,2.8,Fall,4110
177,Credit Card,2.7,Spring,13191
178,Bank Transfer,3.7,Fall,12752
179,PayPal,4.3,Fall,11418
180,Bank Transfer,4.9,Fall,16900
181,Debit Card,3.3,Fall,13071
182,Bank Transfer,4.7,Summer,1396
183,Debit Card,2.8,Summer,11911
184,Credit Card,3.6,Spring,13250
185,Cash,3.0,Spring,4104
186,Bank Transfer,4.5,Summer,6603
187,Debit Card,2.9,Summer,14989
188,Bank Transfer,3.3,Spring,9883
189,Bank Transfer,3.1,Spring,7493
190,Credit Card,4.4,Fall,4156
191,Venmo,3.0,Fall,14036
192,Cash,3.9,Fall,15575
193,PayPal,2.9,Summer,10935
194,Venmo,3.0,Fall,9474
195,Debit Card,3.1,Spring,12988
196,Credit Card,4.3,Fall,17348
197,Credit Card,3.9,Summer,16289
198,Credit Card,3.2,Fall,13229
199,Credit Card,4.8,Winter,5398
200,Cash,3.8,Summer,7670
201,Venmo,3.3,Summer,8567
202,Bank Transfer,4.3,Fall,3160
203,Venmo,2.7,Spring,946
204,Bank Transfer,3.2,Fall,6071
205,Cash,4.0,Fall,5334
206,PayPal,3.0,Winter,1784
207,Venmo,4.2,Summer,956
208,Bank Transfer,2.9,Summer,11460
209,Credit Card,4.1,Spring,5827
210,Cash,3.2,Winter,13984
211,PayPal,3.0,Fall,4814
212,Debit Card,4.2,Fall,8764
213,Debit Card,4.2,Fall,1185
214,Debit Card,4.4,Fall,7674
215,Cash,4.2,Summer,599
216,PayPal,2.8,Spring,10400
217,Venmo,3.7,Spring,11181
218,Bank Transfer,3.5,Winter,16583
219,Credit Card,2.9,Spring,9939
220,Cash,3.0,Spring,15632
221,Debit Card,3.7,Spring,14998
222,Bank Transfer,4.4,Summer,3885
223,PayPal,4.5,Spring,1413
224,PayPal,4.8,Spring,7139
225,Cash,2.9,Summer,10739
226,Bank Transfer,3.2,Spring,3055
227,PayPal,3.3,Spring,16312
228,Venmo,4.2,Winter,1598
229,Credit Card,2.9,Spring,11863
230,PayPal,4.6,Spring,2527
231,Credit Card,4.1,Fall,8263
232,Debit Card,3.1,Spring,17483
233,Bank Transfer,4.2,Winter,3223
234,Bank Transfer,4.5,Fall,14985
235,Credit Card,3.7,Summer,4004
236,Debit Card,3.7,Winter,13819
237,PayPal,3.4,Winter,13703
238,Debit Card,3.0,Summer,10162
239,Cash,4.2,Fall,6514
240,Credit Card,2.9,Summer,4800
241,Bank Transfer,3.5,Winter,3906
242,Venmo,4.1,Winter,1340
243,Debit Card,4.3,Summer,4191
244,Debit Card,2.8,Winter,1005
245,PayPal,4.9,Spring,6359
246,Venmo,3.3,Summer,1918
247,Venmo,3.2,Spring,3987
248,Debit Card,4.4,Spring,12190
249,PayPal,4.8,Winter,15329
250,Credit Card,4.2,Fall,1628
251,Bank Transfer,4.0,Fall,9620
252,PayPal,2.5,Winter,1081
253,Venmo,3.9,Summer,6175
254,Bank Transfer,4.9,Winter,13817
255,PayPal,3.5,Winter,16759
256,Debit Card,4.2,Spring,5336
257,Credit Card,4.7,Spring,5170
258,Credit Card,4.5,Summer,11537
259,Cash,2.8,Spring,7402
260,Debit Card,2.9,Fall,13024
261,Credit Card,3.2,Winter,5703
262,Credit Card,4.9,Winter,4580
263,Debit Card,3.7,Summer,949
264,Venmo,4.3,Summer,8742
265,Cash,3.9,Fall,9957
266,Bank Transfer,3.2,Spring,11459
267,Credit Card,3.1,Summer,13537
268,Venmo,3.9,Spring,9761
269,Cash,2.6,Spring,14598
270,Cash,3.3,Winter,17227
271,Bank Transfer,4.6,Fall,4897
272,Credit Card,4.6,Summer,12172
273,Debit Card,4.4,Summer,3980
274,Debit Card,4.2,Spring,5050
275,Cash,3.0,Spring,2054
276,Credit Card,4.0,Winter,12091
277,Bank Transfer,3.5,Fall,2460
278,Bank Transfer,3.0,Winter,3700
279,Debit Card,3.7,Spring,8601
280,Bank Transfer,4.0,Summer,15662
281,Cash,4.2,Fall,14582
282,Debit Card,2.5,Spring,15940
283,Cash,3.0,Summer,7030
284,Venmo,3.2,Fall,9616
285,PayPal,3.5,Summer,17188
286,Debit Card,4.8,Summer,12710
287,Debit Card,2.6,Summer,3723
288,Venmo,3.4,Spring,5080
289,Venmo,3.7,Winter,53
290,Credit Card,4.5,Fall,17084
291,PayPal,3.7,Winter,6633
292,Bank Transfer,3.3,Fall,3727
293,Cash,4.7,Spring,9337
294,PayPal,2.7,Spring,9221
295,Credit Card,4.6,Spring,16827
296,Credit Card,2.7,Winter,16673
297,Credit Card,4.8,Spring,7218
298,Credit Card,4.4,Summer,13415
299,Venmo,4.0,Winter,3677
300,PayPal,3.2,Summer,4239
301,PayPal,4.4,Spring,2156
302,Credit Card,3.8,Spring,14348
303,Bank Transfer,3.6,Summer,12289
304,Venmo,3.3,Summer,3326
305,Credit Card,3.4,Winter,11124
306,PayPal,3.5,Fall,5920
307,Cash,3.6,Summer,17457
308,Credit Card,3.2,Winter,2342
309,Venmo,3.7,Fall,14319
310,Cash,4.5,Spring,11133
311,Cash,4.6,Winter,6150
312,Bank Transfer,4.1,Winter,4514
313,PayPal,3.4,Spring,5673
314,Credit Card,3.7,Spring,8751
315,Debit Card,3.3,Summer,15779
316,Debit Card,4.5,Spring,16091
317,Venmo,3.3,Fall,722
318,Cash,4.3,Fall,10919
319,Cash,2.5,Winter,17625
320,Cash,2.6,Spring,15221
321,Debit Card,4.9,Summer,12220
322,Debit Card,4.7,Summer,3410
323,Credit Card,3.0,Winter,7812
324,PayPal,3.5,Winter,3860
325,Venmo,4.8,Summer,5610
326,Debit Card,4.3,Winter,11533
327,Bank Transfer,3.2,Fall,2263
328,PayPal,3.1,Summer,2208
329,Credit Card,2.8,Fall,8449
330,Bank Transfer,2.9,Summer,16914
331,Venmo,3.7,Winter,314
332,PayPal,3.3,Fall,9484
333,Credit Card,2.8,Winter,15790
334,Bank Transfer,4.5,Winter,5453
335,Credit Card,2.6,Fall,1575
336,Venmo,3.7,Spring,9703
337,PayPal,4.4,Fall,16878
338,Bank Transfer,4.3,Winter,14111
339,Cash,3.5,Winter,6596
340,Credit Card,3.8,Spring,4929
341,Venmo,3.5,Summer,4680
342,Debit Card,4.6,Summer,7207
343,Credit Card,2.6,Spring,17107
344,Venmo,4.4,Summer,16900
345,Debit Card,4.0,Winter,14346
346,Bank Transfer,4.4,Winter,10535
347,Cash,4.7,Spring,16950
348,PayPal,3.9,Fall,3546
349,PayPal,2.7,Fall,6727
350,Bank Transfer,3.7,Winter,1553
351,Bank Transfer,2.6,Spring,4107
352,Debit Card,3.9,Winter,16093
353,Cash,4.9,Fall,11869
354,Debit Card,4.1,Fall,17806
355,Venmo,3.0,Fall,8143
356,PayPal,4.1,Fall,5093
357,Cash,3.8,Spring,13950
358,Credit Card,4.0,Spring,14155
359,Credit Card,3.6,Summer,7286
360,Credit Card,3.0,Winter,15799
361,Debit Card,3.0,Summer,16049
362,Cash,2.6,Spring,126
363,Venmo,3.4,Fall,267
364,Bank Transfer,3.1,Winter,3956
365,Venmo,3.0,Summer,16527
366,PayPal,3.7,Summer,13555
367,Venmo,3.5,Spring,3454
368,Bank Transfer,2.8,Spring,13230
369,Cash,4.5,Spring,9152
370,PayPal,3.3,Summer,10149
371,PayPal,3.4,Winter,16527
372,PayPal,3.2,Winter,8965
373,Debit Card,3.7,Summer,16346
374,Venmo,4.6,Summer,3517
375,Bank Transfer,5.0,Spring,17648
376,Debit Card,4.4,Summer,14363
377,Venmo,4.9,Fall,7111
378,Credit Card,4.1,Spring,15252
379,Credit Card,4.9,Winter,1408
380,Debit Card,4.7,Fall,4153
381,Bank Transfer,3.0,Fall,6743
382,Credit Card,3.4,Winter,4691
383,PayPal,3.2,Winter,11227
384,PayPal,2.9,Fall,17218
385,Venmo,4.5,Fall,12446
386,Credit Card,2.7,Fall,9648
387,PayPal,3.4,Spring,12034
388,PayPal,4.6,Summer,2199
389,PayPal,2.7,Summer,980
390,Bank Transfer,4.2,Spring,8541
391,PayPal,3.2,Winter,1985
392,Cash,4.8,Spring,6092
393,Credit Card,3.3,Spring,9901
394,PayPal,4.2,Fall,8179
395,Debit Card,4.8,Spring,2449
396,PayPal,4.9,Winter,8347
397,Bank Transfer,3.9,Fall,210
398,Cash,3.0,Fall,5915
399,Debit Card,4.6,Winter,10312
400,Debit Card,3.5,Fall,3312
401,PayPal,4.8,Winter,2124
402,Cash,4.8,Fall,7938
403,PayPal,3.0,Fall,1048
404,Bank Transfer,4.5,Winter,5558
405,Credit Card,4.8,Spring,7154
406,Cash,3.8,Summer,10072
407,Cash,4.6,Spring,16703
408,Credit Card,3.1,Spring,7519
409,Cash,3.4,Spring,5401
410,Bank Transfer,3.3,Winter,9130
411,Credit Card,4.8,Spring,1312
412,PayPal,2.8,Summer,3027
413,Bank Transfer,3.1,Summer,17315
414,Cash,4.6,Summer,17077
415,Debit Card,2.6,Winter,2615
416,Bank Transfer,2.6,Winter,9524
417,Bank Transfer,3.8,Spring,5543
418,Debit Card,4.5,Fall,9661
419,Venmo,3.0,Spring,8530
420,Credit Card,3.5,Winter,14910
421,Debit Card,3.8,Spring,12547
422,Cash,3.5,Winter,3392
423,Debit Card,3.1,Fall,16376
424,Credit Card,3.0,Spring,9877
425,PayPal,4.3,Winter,4991
426,Credit Card,3.3,Winter,5753
427,Credit Card,4.7,Winter,15449
428,Credit Card,4.5,Winter,15259
429,Debit Card,2.9,Winter,15963
430,Cash,4.1,Winter,8859
431,Debit Card,3.5,Summer,16828
432,Cash,3.4,Winter,5777
433,Venmo,3.3,Fall,10093
434,Credit Card,3.2,Fall,3021
435,PayPal,4.0,Spring,9690
436,Bank Transfer,3.6,Winter,14979
437,Bank Transfer,4.6,Summer,11346
438,PayPal,2.6,Summer,4057
439,Credit Card,4.3,Winter,11823
440,Cash,3.4,Summer,15280
441,Debit Card,3.5,Winter,6118
442,Credit Card,4.2,Winter,13754
443,Credit Card,3.5,Fall,15758
444,PayPal,3.6,Summer,5053
445,Debit Card,4.3,Summer,13242
446,Venmo,4.9,Fall,17463
447,Venmo,4.1,Summer,3593
448,Bank Transfer,3.6,Spring,6575
449,Bank Transfer,3.4,Summer,5813
450,Bank Transfer,2.9,Summer,15229
451,Credit Card,2.7,Summer,7676
452,Credit Card,4.3,Summer,15910
453,PayPal,3.3,Summer,9938
454,Credit Card,2.8,Winter,10132
455,Cash,3.2,Summer,8613
456,Debit Card,3.6,Fall,576
457,Credit Card,4.0,Fall,3938
458,Debit Card,4.9,Spring,14337
459,PayPal,4.0,Winter,9488
460,PayPal,3.8,Winter,2617
461,Bank Transfer,3.7,Summer,1212
462,Venmo,3.9,Winter,3117
463,Venmo,3.3,Fall,15278
464,Venmo,2.7,Summer,10497
465,PayPal,4.7,Winter,17779
466,Cash,2.8,Summer,13985
467,PayPal,4.6,Winter,10439
468,Debit Card,4.5,Spring,5536
469,Cash,5.0,Fall,11543
470,Debit Card,4.1,Fall,10320
471,Cash,4.6,Summer,8703
472,Bank Transfer,4.9,Winter,16089
473,Bank Transfer,3.9,Winter,7213
474,PayPal,3.9,Spring,16166
475,Cash,2.6,Summer,7414
476,Debit Card,2.7,Summer,16636
477,Debit Card,3.5,Spring,7579
478,Debit Card,3.7,Summer,723
479,Venmo,3.2,Winter,12502
480,Venmo,3.3,Winter,5318
481,Debit Card,4.8,Summer,3830
482,PayPal,3.2,Fall,2228
483,Venmo,2.5,Winter,9443
484,Debit Card,3.9,Fall,15979
485,Bank Transfer,4.7,Summer,2019
486,Debit Card,2.6,Spring,10776
487,Venmo,2.8,Fall,17063
488,Credit Card,4.4,Winter,14697
489,Venmo,4.6,Spring,2022
490,PayPal,3.2,Summer,11319
491,Cash,4.2,Winter,10944
492,Credit Card,3.7,Summer,3846
493,Debit Card,3.9,Fall,3461
494,Cash,4.7,Summer,15857
495,Debit Card,4.5,Winter,16183
496,Debit Card,3.3,Fall,13338
497,Venmo,3.3,Fall,17264
498,Cash,4.6,Winter,6950
499,Bank Transfer,3.6,Spring,14374
500,PayPal,4.8,Winter,3996
501,Venmo,4.8,Fall,6853
502,Venmo,2.9,Spring,12552
503,PayPal,2.8,Fall,10547
504,Bank Transfer,3.2,Summer,17110
505,PayPal,3.9,Winter,17507
506,Cash,4.3,Spring,10287
507,Debit Card,2.7,Fall,9100
508,Debit Card,5.0,Spring,9760
509,PayPal,3.7,Winter,12002
510,Debit Card,3.9,Summer,7805
511,Venmo,3.9,Fall,3099
512,PayPal,3.1,Fall,15537
513,Bank Transfer,3.3,Winter,17142
514,Venmo,3.6,Fall,4049
515,PayPal,4.3,Winter,6069
516,Cash,4.5,Spring,4249
517,Debit Card,2.8,Fall,9534
518,Cash,2.7,Fall,2770
519,Venmo,2.9,Fall,1038
520,Bank Transfer,4.4,Summer,2445
521,Debit Card,3.9,Spring,12578
522,Bank Transfer,3.5,Winter,7949
523,Cash,2.5,Spring,9634
524,PayPal,4.9,Spring,8986
525,PayPal,4.8,Summer,11234
526,Debit Card,3.2,Spring,16833
527,Cash,4.9,Winter,3733
528,Bank Transfer,4.3,Winter,8895
529,Cash,3.2,Winter,9985
530,Credit Card,3.7,Fall,4537
531,Credit Card,3.2,Winter,17836
532,Cash,3.4,Fall,3415
533,Bank Transfer,4.1,Winter,10517
534,Debit Card,4.5,Spring,15511
535,PayPal,4.5,Fall,11314
536,Bank Transfer,3.2,Spring,13831
537,Debit Card,4.4,Fall,11413
538,Debit Card,3.0,Summer,8996
539,Cash,3.2,Spring,5866
540,Debit Card,4.0,Winter,13510
541,Cash,3.1,Spring,5306
542,Cash,2.8,Fall,15633
543,Cash,4.6,Spring,1600
544,Credit Card,4.3,Spring,9497
545,Bank Transfer,3.3,Summer,11159
546,Debit Card,3.5,Summer,16476
547,Venmo,3.4,Winter,14467
548,Venmo,2.8,Winter,4956
549,Debit Card,4.6,Winter,16837
550,Venmo,3.6,Fall,7570
551,PayPal,3.3,Summer,7745
552,Cash,3.1,Fall,12469
553,Bank Transfer,3.5,Fall,10513
554,Credit Card,3.2,Winter,13922
555,Bank Transfer,3.0,Summer,16210
556,Venmo,4.8,Fall,2177
557,Cash,5.0,Winter,11927
558,Debit Card,2.9,Spring,11358
559,Debit Card,3.2,Fall,1627
560,Bank Transfer,2.9,Fall,12604
561,Debit Card,3.3,Fall,8798
562,PayPal,2.6,Fall,7835
563,Debit Card,3.5,Summer,7415
564,Debit Card,4.4,Fall,2932
565,Bank Transfer,3.4,Winter,17796
566,Venmo,4.2,Fall,15907
567,Debit Card,3.6,Spring,720
568,Venmo,3.0,Winter,3748
569,PayPal,4.0,Summer,7205
570,Credit Card,4.4,Fall,5917
571,Cash,4.1,Fall,4780
572,Venmo,3.6,Spring,14266
573,Bank Transfer,4.6,Summer,5264
574,Credit Card,3.2,Summer,9772
575,Bank Transfer,4.8,Fall,9147
576,PayPal,4.8,Fall,3098
577,Credit Card,5.0,Winter,14294
578,Venmo,3.7,Fall,14120
579,Credit Card,4.6,Fall,1946
580,Credit Card,3.7,Winter,3942
581,PayPal,4.1,Spring,3021
582,Bank Transfer,2.7,Winter,12433
583,Bank Transfer,4.9,Spring,11119
584,PayPal,4.0,Spring,13910
585,Debit Card,4.7,Spring,3375
586,Cash,2.8,Fall,7127
587,Venmo,4.9,Winter,13714
588,Debit Card,4.2,Fall,15400
589,Debit Card,3.0,Fall,8243
590,PayPal,3.4,Fall,14303
591,Venmo,4.6,Fall,17358
592,Debit Card,4.2,Fall,16520
593,Venmo,3.2,Fall,4039
594,PayPal,4.4,Winter,15579
595,Debit Card,2.5,Winter,10751
596,PayPal,3.6,Summer,3915
597,Venmo,4.5,Summer,1905
598,Bank Transfer,3.4,Summer,3382
599,Cash,3.2,Winter,5900
600,Debit Card,4.2,Spring,9770
601,Venmo,5.0,Spring,9102
602,Cash,4.7,Summer,9969
603,Cash,4.2,Summer,6407
604,PayPal,3.4,Winter,4360
605,Credit Card,4.4,Fall,15380
606,Bank Transfer,4.2,Winter,16694
607,PayPal,4.5,Spring,11341
608,Cash,2.8,Fall,4568
609,Venmo,3.3,Fall,8242
610,Credit Card,4.6,Fall,5384
611,Bank Transfer,2.5,Summer,4259
612,Cash,4.7,Winter,2387
613,Credit Card,4.6,Fall,9582
614,Cash,2.6,Fall,5647
615,Credit Card,4.0,Winter,2337
616,Venmo,2.6,Summer,1467
617,Credit Card,4.6,Spring,6938
618,Bank Transfer,2.6,Fall,10344
619,Debit Card,4.0,Spring,9641
620,Debit Card,4.6,Summer,11572
621,Venmo,3.7,Fall,4922
622,Credit Card,4.4,Fall,10260
623,Bank Transfer,4.0,Spring,16725
624,PayPal,4.7,Fall,9518
625,PayPal,3.4,Fall,17809
626,Venmo,4.0,Fall,6189
627,Venmo,3.9,Spring,3948
628,PayPal,4.1,Winter,7769
629,Credit Card,3.7,Fall,6639
630,Debit Card,4.7,Spring,14810
631,Debit Card,4.3,Fall,8392
632,Cash,4.1,Summer,17191
633,Venmo,3.9,Winter,12334
634,Debit Card,2.9,Spring,767
635,PayPal,3.9,Summer,11310
636,Cash,4.3,Fall,245
637,Bank Transfer,2.8,Summer,6641
638,Cash,3.4,Winter,6096
639,PayPal,2.7,Summer,8451
640,Credit Card,4.0,Spring,13880
641,Debit Card,4.4,Summer,8697
642,Credit Card,3.9,Winter,786
643,Debit Card,2.8,Spring,2495
644,Bank Transfer,3.2,Winter,5578
645,Cash,4.3,Summer,8955
646,Venmo,4.2,Summer,12496
647,Venmo,4.9,Spring,3910
648,Credit Card,3.7,Summer,9844
649,Credit Card,4.1,Winter,11651
650,PayPal,4.2,Spring,4756
651,Bank Transfer,3.9,Spring,1602
652,Venmo,2.9,Summer,17759
653,Venmo,3.1,Winter,3647
654,Cash,3.6,Winter,10874
655,Venmo,4.4,Summer,4900
656,Venmo,3.1,Fall,9164
657,PayPal,3.9,Summer,11836
658,PayPal,4.3,Winter,2973
659,Venmo,4.9,Fall,3616
660,Cash,3.6,Spring,4380
661,Credit Card,5.0,Fall,10683
662,Credit Card,4.1,Fall,3845
663,Venmo,2.8,Fall,3109
664,Credit Card,4.7,Fall,8066
665,PayPal,4.4,Winter,17696
666,Credit Card,4.9,Spring,3207
667,Debit Card,3.1,Winter,14075
668,Bank Transfer,2.6,Winter,7538
669,Bank Transfer,2.9,Fall,5367
670,Venmo,3.3,Spring,13586
671,Cash,4.8,Spring,13905
672,Cash,4.7,Winter,23
673,Cash,3.3,Winter,3618
674,Venmo,4.2,Spring,8719
675,Bank Transfer,4.7,Winter,14654
676,Cash,2.6,Spring,5040
677,Venmo,2.9,Winter,10063
678,PayPal,2.7,Summer,5059
679,Debit Card,3.3,Fall,14110
680,Venmo,3.4,Fall,1090
681,PayPal,4.2,Spring,1389
682,Credit Card,3.8,Winter,14750
683,Credit Card,4.0,Summer,14900
684,Bank Transfer,2.7,Winter,17753
685,Debit Card,4.7,Summer,16792
686,Cash,3.5,Winter,13221
687,Venmo,3.0,Fall,14639
688,Bank Transfer,3.3,Winter,3381
689,Venmo,4.7,Summer,7370
690,Credit Card,4.7,Summer,7765
691,Bank Transfer,4.8,Spring,2868
692,PayPal,2.9,Summer,12304
693,Debit Card,4.0,Spring,10364
694,Cash,3.1,Spring,14416
695,Venmo,3.5,Fall,14631
696,Debit Card,3.7,Summer,1121
697,Cash,2.8,Fall,16039
698,Debit Card,4.6,Summer,11816
699,Debit Card,3.8,Winter,21
700,PayPal,2.6,Fall,6504
701,PayPal,4.1,Winter,15282
702,Debit Card,3.3,Fall,16378
703,Cash,3.4,Winter,15753
704,Venmo,3.0,Summer,1973
705,PayPal,3.2,Spring,16552
706,Cash,4.5,Summer,13488
707,Debit Card,4.8,Summer,15484
708,Venmo,3.7,Spring,1104
709,Cash,3.4,Summer,5145
710,Debit Card,4.6,Summer,12198
711,PayPal,4.1,Spring,2178
712,Bank Transfer,3.5,Spring,5877
713,Bank Transfer,3.8,Summer,16360
714,Bank Transfer,2.6,Summer,5082
715,Debit Card,4.4,Fall,17771
716,Debit Card,2.6,Spring,15596
717,Venmo,3.6,Spring,10483
718,Venmo,4.2,Spring,17306
719,Bank Transfer,4.6,Summer,11450
720,Venmo,3.3,Summer,12632
721,Debit Card,3.4,Fall,15772
722,Debit Card,4.4,Summer,6857
723,Cash,4.3,Summer,6710
724,PayPal,3.5,Fall,5469
725,Venmo,4.7,Fall,12800
726,Debit Card,3.1,Winter,17634
727,Bank Transfer,3.6,Summer,8192
728,Venmo,4.8,Winter,13262
729,PayPal,3.7,Winter,2874
730,PayPal,3.2,Summer,8137
731,Venmo,3.9,Summer,14400
732,PayPal,3.5,Spring,2942
733,Cash,2.8,Spring,14272
734,Debit Card,2.7,Fall,4609
735,Bank Transfer,3.1,Winter,2358
736,Cash,3.6,Fall,10956
737,Credit Card,2.9,Spring,8874
738,PayPal,3.6,Spring,2124
739,Venmo,3.5,Winter,1108
740,Venmo,3.5,Summer,15532
741,Credit Card,2.8,Summer,14943
742,Bank Transfer,4.7,Summer,16378
743,Debit Card,3.1,Summer,1350
744,Cash,4.9,Fall,2904
745,Debit Card,4.1,Spring,8308
746,Venmo,4.7,Fall,16279
747,Credit Card,2.5,Winter,9566
748,Bank Transfer,4.4,Spring,2564
749,Bank Transfer,3.9,Fall,8911
