customer_id,age,gender,location,payment_method,review_rating,season
125,44,Male,santa_cruz_de_tenerife,PayPal,3.1,Spring
126,49,Male,las_palmas,Venmo,3.6,Winter
127,43,Male,albacete,Cash,3.9,Spring
128,24,Male,barcelona,Credit Card,4.8,Winter
129,20,Male,toledo,Credit Card,4.7,Spring
130,24,Male,palencia,PayPal,4.2,Summer
131,44,Male,almeria,PayPal,3.7,Fall
132,28,Male,segovia,Credit Card,3.9,Summer
133,30,Male,malaga,PayPal,4.7,Fall
134,52,Male,guadalajara,Venmo,2.5,Winter
135,43,Male,ciudad_real,Cash,4.9,Fall
136,43,Male,cordoba,PayPal,4.1,Fall
137,39,Male,guadalajara,Debit Card,3.3,Winter
138,68,Male,soria,PayPal,4.7,Spring
139,68,Male,badajoz,Bank Transfer,4.4,Winter
140,49,Male,baleares,Venmo,3.8,Fall
141,63,Male,madrid,Credit Card,3.9,Fall
142,56,Male,barcelona,PayPal,4.9,Fall
143,37,Male,cordoba,Credit Card,3.1,Fall
144,30,Male,gipuzkoa,PayPal,2.7,Fall
145,19,Male,tarragona,Cash,3.2,Fall
146,24,Male,segovia,Debit Card,4.5,Fall
147,52,Male,valencia,Venmo,4.0,Fall
148,63,Male,caceres,Bank Transfer,3.5,Summer
149,37,Male,ciudad_real,Debit Card,2.6,Fall
150,38,Male,la_rioja,PayPal,3.2,Summer
151,35,Male,valencia,Debit Card,4.9,Fall
152,28,Male,caceres,Venmo,4.5,Fall
153,30,Male,burgos,Venmo,4.3,Summer
154,69,Male,ciudad_real,Debit Card,3.2,Winter
155,41,Male,salamanca,Venmo,3.6,Fall
156,63,Male,navarra,Bank Transfer,4.3,Spring
157,35,Male,valladolid,Debit Card,4.0,Fall
158,36,Male,cuenca,Bank Transfer,3.0,Fall
159,25,Male,toledo,Bank Transfer,4.1,Fall
160,58,Male,sevilla,Bank Transfer,3.8,Fall
161,27,Male,jaen,Venmo,4.6,Summer
162,65,Male,tarragona,Venmo,3.0,Fall
163,54,Male,salamanca,PayPal,3.0,Summer
164,54,Male,castellon,Debit Card,3.4,Summer
165,59,Male,navarra,Credit Card,2.6,Spring
166,42,Male,burgos,Cash,2.8,Winter
167,46,Male,gipuzkoa,Cash,4.0,Fall
168,33,Male,malaga,Credit Card,4.0,Fall
169,34,Male,valencia,Cash,3.0,Summer
170,27,Male,segovia,PayPal,3.3,Summer
171,52,Male,guadalajara,Venmo,2.6,Fall
172,29,Male,santa_cruz_de_tenerife,Credit Card,3.6,Summer
173,54,Male,santa_cruz_de_tenerife,Credit Card,3.9,Summer
174,25,Male,lleida,Cash,3.4,Fall
175,41,Male,palencia,Venmo,3.5,Winter
176,53,Male,malaga,Bank Transfer,2.8,Fall
177,53,Male,bizkaia,Credit Card,2.7,Spring
178,21,Male,pontevedra,Bank Transfer,3.7,Fall
179,61,Male,alava,PayPal,4.3,Fall
180,64,Male,jaen,Bank Transfer,4.9,Fall
181,51,Male,badajoz,Debit Card,3.3,Fall
182,32,Male,baleares,Bank Transfer,4.7,Summer
183,38,Male,zamora,Debit Card,2.8,Summer
184,58,Male,gipuzkoa,Credit Card,3.6,Spring
185,32,Male,las_palmas,Cash,3.0,Spring
186,46,Male,la_rioja,Bank Transfer,4.5,Summer
187,39,Male,salamanca,Debit Card,2.9,Summer
188,19,Male,soria,Bank Transfer,3.3,Spring
189,50,Male,pontevedra,Bank Transfer,3.1,Spring
190,36,Male,caceres,Credit Card,4.4,Fall
191,65,Male,leon,Venmo,3.0,Fall
192,64,Male,lleida,Cash,3.9,Fall
193,46,Male,toledo,PayPal,2.9,Summer
194,36,Male,leon,Venmo,3.0,Fall
195,51,Male,barcelona,Debit Card,3.1,Spring
196,51,Male,malaga,Credit Card,4.3,Fall
197,38,Male,castellon,Credit Card,3.9,Summer
198,59,Male,asturias,Credit Card,3.2,Fall
199,57,Male,baleares,Credit Card,4.8,Winter
200,54,Male,malaga,Cash,3.8,Summer
201,25,Male,salamanca,Venmo,3.3,Summer
202,69,Male,zaragoza,Bank Transfer,4.3,Fall
203,57,Male,madrid,Venmo,2.7,Spring
204,70,Male,la_rioja,Bank Transfer,3.2,Fall
205,24,Male,tarragona,Cash,4.0,Fall
206,67,Male,badajoz,PayPal,3.0,Winter
207,24,Male,albacete,Venmo,4.2,Summer
208,62,Male,sevilla,Bank Transfer,2.9,Summer
209,57,Male,cantabria,Credit Card,4.1,Spring
210,55,Male,bizkaia,Cash,3.2,Winter
211,45,Male,cuenca,PayPal,3.0,Fall
212,69,Male,tarragona,Debit Card,4.2,Fall
213,67,Male,avila,Debit Card,4.2,Fall
214,30,Male,tarragona,Debit Card,4.4,Fall
215,24,Male,santa_cruz_de_tenerife,Cash,4.2,Summer
216,62,Male,las_palmas,PayPal,2.8,Spring
217,43,Male,barcelona,Venmo,3.7,Spring
218,35,Male,tarragona,Bank Transfer,3.5,Winter
219,28,Male,castellon,Credit Card,2.9,Spring
220,32,Male,alicante,Cash,3.0,Spring
221,39,Male,cantabria,Debit Card,3.7,Spring
222,28,Male,valladolid,Bank Transfer,4.4,Summer
223,47,Male,lleida,PayPal,4.5,Spring
224,20,Male,jaen,PayPal,4.8,Spring
225,63,Male,alicante,Cash,2.9,Summer
226,25,Male,navarra,Bank Transfer,3.2,Spring
227,29,Male,madrid,PayPal,3.3,Spring
228,50,Male,jaen,Venmo,4.2,Winter
229,18,Male,teruel,Credit Card,2.9,Spring
230,70,Male,cuenca,PayPal,4.6,Spring
231,66,Male,cuenca,Credit Card,4.1,Fall
232,28,Male,caceres,Debit Card,3.1,Spring
233,54,Male,la_coruna,Bank Transfer,4.2,Winter
234,19,Male,caceres,Bank Transfer,4.5,Fall
235,20,Male,segovia,Credit Card,3.7,Summer
236,43,Male,soria,Debit Card,3.7,Winter
237,38,Male,baleares,PayPal,3.4,Winter
238,50,Male,lleida,Debit Card,3.0,Summer
239,64,Male,ciudad_real,Cash,4.2,Fall
240,49,Male,toledo,Credit Card,2.9,Summer
241,47,Male,granada,Bank Transfer,3.5,Winter
242,36,Male,madrid,Venmo,4.1,Winter
243,55,Male,huelva,Debit Card,4.3,Summer
244,25,Male,valladolid,Debit Card,2.8,Winter
245,53,Male,pontevedra,PayPal,4.9,Spring
246,49,Male,soria,Venmo,3.3,Summer
247,35,Male,zamora,Venmo,3.2,Spring
248,29,Male,murcia,Debit Card,4.4,Spring
249,47,Male,caceres,PayPal,4.8,Winter
250,53,Male,ciudad_real,Credit Card,4.2,Fall
251,33,Male,malaga,Bank Transfer,4.0,Fall
252,21,Male,ciudad_real,PayPal,2.5,Winter
253,32,Male,la_coruna,Venmo,3.9,Summer
254,52,Male,cordoba,Bank Transfer,4.9,Winter
255,67,Male,cantabria,PayPal,3.5,Winter
256,43,Male,tarragona,Debit Card,4.2,Spring
257,58,Male,gerona,Credit Card,4.7,Spring
258,20,Male,segovia,Credit Card,4.5,Summer
259,61,Male,santa_cruz_de_tenerife,Cash,2.8,Spring
260,32,Male,castellon,Debit Card,2.9,Fall
261,38,Male,navarra,Credit Card,3.2,Winter
262,21,Male,barcelona,Credit Card,4.9,Winter
263,37,Male,lugo,Debit Card,3.7,Summer
264,27,Male,cordoba,Venmo,4.3,Summer
265,36,Male,badajoz,Cash,3.9,Fall
266,32,Male,las_palmas,Bank Transfer,3.2,Spring
267,51,Male,palencia,Credit Card,3.1,Summer
268,64,Male,lleida,Venmo,3.9,Spring
269,68,Male,huesca,Cash,2.6,Spring
270,68,Male,alava,Cash,3.3,Winter
271,33,Male,la_coruna,Bank Transfer,4.6,Fall
272,65,Male,orense,Credit Card,4.6,Summer
273,48,Male,toledo,Debit Card,4.4,Summer
274,69,Male,zamora,Debit Card,4.2,Spring
275,59,Male,soria,Cash,3.0,Spring
276,48,Male,sevilla,Credit Card,4.0,Winter
277,25,Male,la_rioja,Bank Transfer,3.5,Fall
278,29,Male,alicante,Bank Transfer,3.0,Winter
279,57,Male,malaga,Debit Card,3.7,Spring
280,23,Male,castellon,Bank Transfer,4.0,Summer
281,45,Male,palencia,Cash,4.2,Fall
282,38,Male,soria,Debit Card,2.5,Spring
283,21,Male,caceres,Cash,3.0,Summer
284,32,Male,toledo,Venmo,3.2,Fall
285,63,Male,gipuzkoa,PayPal,3.5,Summer
286,29,Male,alava,Debit Card,4.8,Summer
287,27,Male,cantabria,Debit Card,2.6,Summer
288,56,Male,huesca,Venmo,3.4,Spring
289,30,Male,valencia,Venmo,3.7,Winter
290,49,Male,orense,Credit Card,4.5,Fall
291,58,Male,salamanca,PayPal,3.7,Winter
292,57,Male,la_rioja,Bank Transfer,3.3,Fall
293,60,Male,cadiz,Cash,4.7,Spring
294,69,Male,jaen,PayPal,2.7,Spring
295,70,Male,ciudad_real,Credit Card,4.6,Spring
296,53,Male,pontevedra,Credit Card,2.7,Winter
297,25,Male,alicante,Credit Card,4.8,Spring
298,48,Male,huesca,Credit Card,4.4,Summer
299,69,Male,guadalajara,Venmo,4.0,Winter
300,25,Male,barcelona,PayPal,3.2,Summer
301,29,Male,orense,PayPal,4.4,Spring
302,46,Male,castellon,Credit Card,3.8,Spring
303,37,Male,murcia,Bank Transfer,3.6,Summer
304,20,Male,orense,Venmo,3.3,Summer
305,40,Male,huesca,Credit Card,3.4,Winter
306,60,Male,castellon,PayPal,3.5,Fall
307,26,Male,teruel,Cash,3.6,Summer
308,29,Male,gerona,Credit Card,3.2,Winter
309,66,Male,la_rioja,Venmo,3.7,Fall
310,66,Male,jaen,Cash,4.5,Spring
311,56,Male,santa_cruz_de_tenerife,Cash,4.6,Winter
312,69,Male,leon,Bank Transfer,4.1,Winter
313,38,Male,burgos,PayPal,3.4,Spring
314,42,Male,cantabria,Credit Card,3.7,Spring
315,30,Male,valladolid,Debit Card,3.3,Summer
316,66,Male,soria,Debit Card,4.5,Spring
317,36,Male,valencia,Venmo,3.3,Fall
318,58,Male,guadalajara,Cash,4.3,Fall
319,45,Male,teruel,Cash,2.5,Winter
320,47,Male,salamanca,Cash,2.6,Spring
321,66,Male,segovia,Debit Card,4.9,Summer
322,41,Male,la_rioja,Debit Card,4.7,Summer
323,41,Male,santa_cruz_de_tenerife,Credit Card,3.0,Winter
324,66,Male,valencia,PayPal,3.5,Winter
325,37,Male,granada,Venmo,4.8,Summer
326,70,Male,cadiz,Debit Card,4.3,Winter
327,62,Male,valladolid,Bank Transfer,3.2,Fall
328,61,Male,cantabria,PayPal,3.1,Summer
329,48,Male,orense,Credit Card,2.8,Fall
330,70,Male,huelva,Bank Transfer,2.9,Summer
331,46,Male,zaragoza,Venmo,3.7,Winter
332,31,Male,ciudad_real,PayPal,3.3,Fall
333,19,Male,teruel,Credit Card,2.8,Winter
334,39,Male,gerona,Bank Transfer,4.5,Winter
335,41,Male,albacete,Credit Card,2.6,Fall
336,20,Male,lugo,Venmo,3.7,Spring
337,36,Male,granada,PayPal,4.4,Fall
338,32,Male,valencia,Bank Transfer,4.3,Winter
339,69,Male,lleida,Cash,3.5,Winter
340,40,Male,tarragona,Credit Card,3.8,Spring
341,40,Male,santa_cruz_de_tenerife,Venmo,3.5,Summer
342,20,Male,gipuzkoa,Debit Card,4.6,Summer
343,64,Male,burgos,Credit Card,2.6,Spring
344,27,Male,huelva,Venmo,4.4,Summer
345,24,Male,valladolid,Debit Card,4.0,Winter
346,48,Male,ciudad_real,Bank Transfer,4.4,Winter
347,49,Male,pontevedra,Cash,4.7,Spring
348,36,Male,castellon,PayPal,3.9,Fall
349,56,Male,tarragona,PayPal,2.7,Fall
350,37,Male,castellon,Bank Transfer,3.7,Winter
351,42,Male,murcia,Bank Transfer,2.6,Spring
352,28,Male,navarra,Debit Card,3.9,Winter
353,27,Male,alava,Cash,4.9,Fall
354,63,Male,asturias,Debit Card,4.1,Fall
355,58,Male,pontevedra,Venmo,3.0,Fall
356,37,Male,zamora,PayPal,4.1,Fall
357,56,Male,la_coruna,Cash,3.8,Spring
358,18,Male,cantabria,Credit Card,4.0,Spring
359,48,Male,albacete,Credit Card,3.6,Summer
360,31,Male,santa_cruz_de_tenerife,Credit Card,3.0,Winter
361,51,Male,las_palmas,Debit Card,3.0,Summer
362,65,Male,alava,Cash,2.6,Spring
363,53,Male,lugo,Venmo,3.4,Fall
364,55,Male,santa_cruz_de_tenerife,Bank Transfer,3.1,Winter
365,62,Male,cordoba,Venmo,3.0,Summer
366,55,Male,alava,PayPal,3.7,Summer
367,64,Male,segovia,Venmo,3.5,Spring
368,52,Male,soria,Bank Transfer,2.8,Spring
369,24,Male,huelva,Cash,4.5,Spring
370,38,Male,pontevedra,PayPal,3.3,Summer
371,59,Male,pontevedra,PayPal,3.4,Winter
372,27,Male,tarragona,PayPal,3.2,Winter
373,24,Male,alava,Debit Card,3.7,Summer
374,23,Male,zaragoza,Venmo,4.6,Summer
375,69,Male,salamanca,Bank Transfer,5.0,Spring
376,59,Male,alava,Debit Card,4.4,Summer
377,51,Male,avila,Venmo,4.9,Fall
378,63,Male,castellon,Credit Card,4.1,Spring
379,54,Male,la_coruna,Credit Card,4.9,Winter
380,32,Male,palencia,Debit Card,4.7,Fall
381,39,Male,la_rioja,Bank Transfer,3.0,Fall
382,66,Male,santa_cruz_de_tenerife,Credit Card,3.4,Winter
383,28,Male,jaen,PayPal,3.2,Winter
384,50,Male,burgos,PayPal,2.9,Fall
385,70,Male,soria,Venmo,4.5,Fall
386,67,Male,bizkaia,Credit Card,2.7,Fall
387,64,Male,pontevedra,PayPal,3.4,Spring
388,45,Male,lugo,PayPal,4.6,Summer
389,22,Male,segovia,PayPal,2.7,Summer
390,27,Male,barcelona,Bank Transfer,4.2,Spring
391,25,Male,santa_cruz_de_tenerife,PayPal,3.2,Winter
392,37,Male,santa_cruz_de_tenerife,Cash,4.8,Spring
393,26,Male,la_coruna,Credit Card,3.3,Spring
394,33,Male,caceres,PayPal,4.2,Fall
395,43,Male,zamora,Debit Card,4.8,Spring
396,37,Male,lleida,PayPal,4.9,Winter
397,46,Male,barcelona,Bank Transfer,3.9,Fall
398,22,Male,valladolid,Cash,3.0,Fall
399,20,Male,tarragona,Debit Card,4.6,Winter
400,60,Male,zaragoza,Debit Card,3.5,Fall
401,39,Male,toledo,PayPal,4.8,Winter
402,43,Male,albacete,Cash,4.8,Fall
403,31,Male,teruel,PayPal,3.0,Fall
404,19,Male,almeria,Bank Transfer,4.5,Winter
405,35,Male,huesca,Credit Card,4.8,Spring
406,41,Male,avila,Cash,3.8,Summer
407,52,Male,asturias,Cash,4.6,Spring
408,45,Male,alava,Credit Card,3.1,Spring
409,34,Male,castellon,Cash,3.4,Spring
410,35,Male,badajoz,Bank Transfer,3.3,Winter
411,29,Male,guadalajara,Credit Card,4.8,Spring
412,59,Male,segovia,PayPal,2.8,Summer
413,24,Male,toledo,Bank Transfer,3.1,Summer
414,70,Male,ciudad_real,Cash,4.6,Summer
415,29,Male,pontevedra,Debit Card,2.6,Winter
416,67,Male,cadiz,Bank Transfer,2.6,Winter
417,36,Male,cadiz,Bank Transfer,3.8,Spring
418,23,Male,albacete,Debit Card,4.5,Fall
419,18,Male,huelva,Venmo,3.0,Spring
420,53,Male,huesca,Credit Card,3.5,Winter
421,32,Male,zamora,Debit Card,3.8,Spring
422,38,Male,cordoba,Cash,3.5,Winter
423,47,Male,valencia,Debit Card,3.1,Fall
424,46,Male,murcia,Credit Card,3.0,Spring
425,66,Male,lugo,PayPal,4.3,Winter
426,40,Male,gipuzkoa,Credit Card,3.3,Winter
427,43,Male,cadiz,Credit Card,4.7,Winter
428,58,Male,ciudad_real,Credit Card,4.5,Winter
429,21,Male,guadalajara,Debit Card,2.9,Winter
430,42,Male,ciudad_real,Cash,4.1,Winter
431,24,Male,murcia,Debit Card,3.5,Summer
432,43,Male,orense,Cash,3.4,Winter
433,47,Male,valencia,Venmo,3.3,Fall
434,49,Male,sevilla,Credit Card,3.2,Fall
435,50,Male,avila,PayPal,4.0,Spring
436,51,Male,segovia,Bank Transfer,3.6,Winter
437,40,Male,gerona,Bank Transfer,4.6,Summer
438,45,Male,cantabria,PayPal,2.6,Summer
439,52,Male,cadiz,Credit Card,4.3,Winter
440,62,Male,almeria,Cash,3.4,Summer
441,20,Male,teruel,Debit Card,3.5,Winter
442,43,Male,cordoba,Credit Card,4.2,Winter
443,29,Male,guadalajara,Credit Card,3.5,Fall
444,22,Male,granada,PayPal,3.6,Summer
445,48,Male,navarra,Debit Card,4.3,Summer
446,42,Male,caceres,Venmo,4.9,Fall
447,19,Male,alava,Venmo,4.1,Summer
448,60,Male,burgos,Bank Transfer,3.6,Spring
449,32,Male,toledo,Bank Transfer,3.4,Summer
450,26,Male,huelva,Bank Transfer,2.9,Summer
451,25,Male,cadiz,Credit Card,2.7,Summer
452,66,Male,guadalajara,Credit Card,4.3,Summer
453,45,Male,cadiz,PayPal,3.3,Summer
454,54,Male,alava,Credit Card,2.8,Winter
455,37,Male,las_palmas,Cash,3.2,Summer
456,54,Male,la_rioja,Debit Card,3.6,Fall
457,50,Male,badajoz,Credit Card,4.0,Fall
458,25,Male,albacete,Debit Card,4.9,Spring
459,47,Male,zaragoza,PayPal,4.0,Winter
460,63,Male,salamanca,PayPal,3.8,Winter
461,64,Male,santa_cruz_de_tenerife,Bank Transfer,3.7,Summer
462,18,Male,ciudad_real,Venmo,3.9,Winter
463,59,Male,tarragona,Venmo,3.3,Fall
464,37,Male,la_coruna,Venmo,2.7,Summer
465,23,Male,cordoba,PayPal,4.7,Winter
466,54,Male,zaragoza,Cash,2.8,Summer
467,38,Male,barcelona,PayPal,4.6,Winter
468,19,Male,granada,Debit Card,4.5,Spring
469,34,Male,granada,Cash,5.0,Fall
470,21,Male,guadalajara,Debit Card,4.1,Fall
471,50,Male,cadiz,Cash,4.6,Summer
472,55,Male,valladolid,Bank Transfer,4.9,Winter
473,20,Male,albacete,Bank Transfer,3.9,Winter
474,34,Male,guadalajara,PayPal,3.9,Spring
475,62,Male,albacete,Cash,2.6,Summer
476,21,Male,gerona,Debit Card,2.7,Summer
477,21,Male,alava,Debit Card,3.5,Spring
478,42,Male,segovia,Debit Card,3.7,Summer
479,35,Male,salamanca,Venmo,3.2,Winter
480,39,Male,burgos,Venmo,3.3,Winter
481,68,Male,lleida,Debit Card,4.8,Summer
482,46,Male,salamanca,PayPal,3.2,Fall
483,41,Male,malaga,Venmo,2.5,Winter
484,23,Male,guadalajara,Debit Card,3.9,Fall
485,68,Male,baleares,Bank Transfer,4.7,Summer
486,48,Male,alava,Debit Card,2.6,Spring
487,38,Male,barcelona,Venmo,2.8,Fall
488,41,Male,toledo,Credit Card,4.4,Winter
489,58,Male,valencia,Venmo,4.6,Spring
490,49,Male,huesca,PayPal,3.2,Summer
491,57,Male,malaga,Cash,4.2,Winter
492,49,Male,las_palmas,Credit Card,3.7,Summer
493,50,Male,lugo,Debit Card,3.9,Fall
494,28,Male,santa_cruz_de_tenerife,Cash,4.7,Summer
495,38,Male,santa_cruz_de_tenerife,Debit Card,4.5,Winter
496,33,Male,huesca,Debit Card,3.3,Fall
497,30,Male,huesca,Venmo,3.3,Fall
498,43,Male,alava,Cash,4.6,Winter
499,43,Male,la_rioja,Bank Transfer,3.6,Spring
500,36,Male,valencia,PayPal,4.8,Winter
501,36,Male,segovia,Venmo,4.8,Fall
502,64,Male,cadiz,Venmo,2.9,Spring
503,59,Male,granada,PayPal,2.8,Fall
504,55,Male,granada,Bank Transfer,3.2,Summer
505,42,Male,granada,PayPal,3.9,Winter
506,61,Male,orense,Cash,4.3,Spring
507,28,Male,almeria,Debit Card,2.7,Fall
508,65,Male,burgos,Debit Card,5.0,Spring
509,27,Male,madrid,PayPal,3.7,Winter
510,41,Male,badajoz,Debit Card,3.9,Summer
511,21,Male,gipuzkoa,Venmo,3.9,Fall
512,61,Male,cordoba,PayPal,3.1,Fall
513,19,Male,badajoz,Bank Transfer,3.3,Winter
514,22,Male,soria,Venmo,3.6,Fall
515,64,Male,asturias,PayPal,4.3,Winter
516,28,Male,cordoba,Cash,4.5,Spring
517,34,Male,leon,Debit Card,2.8,Fall
518,61,Male,tarragona,Cash,2.7,Fall
519,24,Male,tarragona,Venmo,2.9,Fall
520,19,Male,palencia,Bank Transfer,4.4,Summer
521,51,Male,segovia,Debit Card,3.9,Spring
522,36,Male,lleida,Bank Transfer,3.5,Winter
523,65,Male,santa_cruz_de_tenerife,Cash,2.5,Spring
524,46,Male,la_coruna,PayPal,4.9,Spring
525,59,Male,avila,PayPal,4.8,Summer
526,51,Male,avila,Debit Card,3.2,Spring
527,51,Male,gerona,Cash,4.9,Winter
528,21,Male,leon,Bank Transfer,4.3,Winter
529,34,Male,burgos,Cash,3.2,Winter
530,32,Male,navarra,Credit Card,3.7,Fall
531,48,Male,cantabria,Credit Card,3.2,Winter
532,50,Male,orense,Cash,3.4,Fall
533,26,Male,gipuzkoa,Bank Transfer,4.1,Winter
534,57,Male,lugo,Debit Card,4.5,Spring
535,65,Male,segovia,PayPal,4.5,Fall
536,56,Male,cordoba,Bank Transfer,3.2,Spring
537,44,Male,albacete,Debit Card,4.4,Fall
538,50,Male,baleares,Debit Card,3.0,Summer
539,27,Male,valladolid,Cash,3.2,Spring
540,49,Male,murcia,Debit Card,4.0,Winter
541,49,Male,la_coruna,Cash,3.1,Spring
542,52,Male,bizkaia,Cash,2.8,Fall
543,27,Male,cordoba,Cash,4.6,Spring
544,53,Male,caceres,Credit Card,4.3,Spring
