brand,price,price,colour,shop,product_id
ANGGREK,31.19,31.19,gris,amazon,130
ANGGREK,31.19,31.19,gris,amazon,131
ANGGREK,29.99,29.99,verde,amazon,132
ANGGREK,29.99,29.99,rosa,amazon,133
ANGGREK,31.19,31.19,negro,amazon,134
ANGGREK,29.99,29.99,rosa,amazon,135
ANGGREK,31.19,31.19,gris,amazon,136
ANGGREK,31.19,31.19,marron,amazon,137
ANGGREK,31.19,31.19,gris,amazon,138
ANGGREK,29.99,29.99,blanco,amazon,139
ANGGREK,31.19,31.19,negro,amazon,140
ANGGREK,31.19,31.19,gris,amazon,141
ANGGREK,23.99,23.99,rosa,amazon,142
ANGGREK,31.19,31.19,verde,amazon,143
ANGGREK,31.19,31.19,negro,amazon,144
ANGGREK,27.59,27.59,turquesa,amazon,145
ANGGREK,29.99,29.99,morado,amazon,146
ANGGREK,29.99,29.99,rosa,amazon,147
ANGGREK,29.99,29.99,blanco,amazon,148
ANGGREK,31.19,31.19,marron,amazon,149
ANGGREK,31.19,31.19,marron,amazon,150
ANGGREK,29.99,29.99,rosa,amazon,151
ANGGREK,32.39,32.39,marron,amazon,152
ANGGREK,31.19,31.19,gris,amazon,153
ANGGREK,31.19,31.19,negro,amazon,154
ANGGREK,31.19,31.19,negro,amazon,155
ANGGREK,29.99,29.99,blanco,amazon,156
ANGGREK,31.19,31.19,gris,amazon,157
ANGGREK,29.99,29.99,blanco,amazon,158
ANGGREK,29.99,29.99,blanco,amazon,159
ANGGREK,31.19,31.19,morado,amazon,160
ANGGREK,31.19,31.19,gris,amazon,161
ANGGREK,29.99,29.99,rosa,amazon,162
ANGGREK,29.99,29.99,blanco,amazon,163
ANGGREK,31.19,31.19,negro,amazon,164
ANGGREK,31.19,31.19,negro,amazon,165
ANGGREK,31.19,31.19,marron,amazon,166
ANGGREK,29.99,29.99,gris,amazon,167
ANGGREK,31.19,31.19,gris,amazon,168
ANGGREK,29.99,29.99,rosa,amazon,169
ANGGREK,29.99,29.99,blanco,amazon,170
ANGGREK,29.99,29.99,rosa,amazon,171
ANGGREK,31.19,31.19,azul,amazon,172
ANGGREK,31.19,31.19,negro,amazon,173
ANGGREK,32.39,32.39,marron,amazon,174
ANGGREK,31.19,31.19,negro,amazon,175
ANGGREK,31.19,31.19,gris,amazon,176
ANGGREK,31.19,31.19,negro,amazon,177
ANGGREK,31.19,31.19,gris,amazon,178
ANGGREK,29.99,29.99,rosa,amazon,179
ANGGREK,29.99,29.99,blanco,amazon,180
ANGGREK,29.99,29.99,blanco,amazon,181
ANGGREK,31.19,31.19,marron,amazon,182
ANGGREK,31.19,31.19,rosa,amazon,183
ANGGREK,31.19,31.19,gris,amazon,184
ANGGREK,31.19,31.19,negro,amazon,185
ANGGREK,31.19,31.19,verde,amazon,186
ANGGREK,29.99,29.99,blanco,amazon,187
ANGGREK,31.19,31.19,negro,amazon,188
ANGGREK,29.99,29.99,blanco,amazon,189
ANGGREK,31.19,31.19,marron,amazon,190
ANGGREK,31.19,31.19,gris,amazon,191
ANGGREK,31.19,31.19,marron,amazon,192
ANGGREK,29.99,29.99,negro,amazon,193
ANGGREK,29.99,29.99,blanco,amazon,194
ANGGREK,31.19,31.19,negro,amazon,195
ANGGREK,31.19,31.19,negro,amazon,196
ANGGREK,31.19,31.19,gris,amazon,197
ANGGREK,31.19,31.19,marron,amazon,198
ANGGREK,31.19,31.19,negro,amazon,199
ANGGREK,31.19,31.19,rojo,amazon,200
ANGGREK,29.99,29.99,rosa,amazon,201
ANGGREK,29.99,29.99,blanco,amazon,202
ANGGREK,29.99,29.99,blanco,amazon,203
ANGGREK,29.99,29.99,rosa,amazon,204
ANGGREK,29.99,29.99,blanco,amazon,205
ANGGREK,29.99,29.99,rosa,amazon,206
ANGGREK,29.99,29.99,rosa,amazon,207
ANGGREK,31.19,31.19,negro,amazon,208
ANGGREK,31.19,31.19,marron,amazon,209
ANGGREK,31.19,31.19,azul,amazon,210
ANGGREK,29.99,29.99,blanco,amazon,211
ANGGREK,29.99,29.99,blanco,amazon,212
ANGGREK,29.99,29.99,blanco,amazon,213
ANGGREK,31.19,31.19,gris,amazon,214
ANGGREK,29.99,29.99,rosa,amazon,215
ANGGREK,29.99,29.99,blanco,amazon,216
ANGGREK,31.19,31.19,negro,amazon,217
ANGGREK,31.19,31.19,negro,amazon,218
ANGGREK,31.19,31.19,negro,amazon,219
ANGGREK,31.19,31.19,gris,amazon,220
ANGGREK,31.19,31.19,negro,amazon,221
ANGGREK,31.19,31.19,gris,amazon,222
ANGGREK,31.19,31.19,marron,amazon,223
ANGGREK,29.99,29.99,rosa,amazon,224
ANGGREK,29.99,29.99,blanco,amazon,225
ANGGREK,31.19,31.19,gris,amazon,226
ANGGREK,31.19,31.19,marron,amazon,227
ANGGREK,29.99,29.99,rosa,amazon,228
ANGGREK,29.99,29.99,rosa,amazon,229
ANGGREK,29.99,29.99,rosa,amazon,230
ANGGREK,31.19,31.19,gris,amazon,231
ANGGREK,29.99,29.99,blanco,amazon,232
ANGGREK,31.19,31.19,marron,amazon,233
ANGGREK,31.19,31.19,marron,amazon,234
ANGGREK,29.99,29.99,rosa,amazon,235
ANGGREK,31.19,31.19,blanco,amazon,236
ANGGREK,31.19,31.19,marron,amazon,237
ANGGREK,31.19,31.19,marron,amazon,238
ANGGREK,31.19,31.19,marron,amazon,239
ANGGREK,29.99,29.99,rosa,amazon,240
ANGGREK,31.19,31.19,marron,amazon,241
ANGGREK,31.19,31.19,gris,amazon,242
ANGGREK,31.19,31.19,negro,amazon,243
ANGGREK,29.99,29.99,rosa,amazon,244
ANGGREK,31.19,31.19,negro,amazon,245
ARENA,31.57,31.57,rosa,amazon,246
ARENA,11.38,11.38,azul,amazon,247
ARTOCT,14.39,14.39,marfil,amazon,248
ARTOCT,16.79,16.79,dorado,amazon,249
ARTOCT,16.39,16.39,marfil,amazon,250
ASIOKA,8.32,8.32,rosa,amazon,251
ASIOKA,4.35,4.35,rosa,amazon,252
ASIOKA,4.35,4.35,turquesa,amazon,253
ASIOKA,10.46,10.46,verde,amazon,254
ASIOKA,14.52,14.52,rosa,amazon,255
ASIOKA,7.95,7.95,azul,amazon,256
ASIOKA,13.71,13.71,blanco,amazon,257
ASIOKA,10.46,10.46,amarillo,amazon,258
ASIOKA,5.95,5.95,blanco,amazon,259
ASIOKA,4.95,4.95,rosa,amazon,260
ASIOKA,3.2,3.2,azul,amazon,261
ASIOKA,3.2,3.2,azul,amazon,262
ASKSA,18.99,18.99,marron,amazon,263
ASKSA,26.24,26.24,negro,amazon,264
ASKSA,18.99,18.99,beis,amazon,265
ASKSA,16.49,16.49,naranja,amazon,266
ASKSA,16.49,16.49,morado,amazon,267
ASKSA,18.99,18.99,azul,amazon,268
ASKSA,26.24,26.24,rojo,amazon,269
ASKSA,18.99,18.99,blanco,amazon,270
ASKSA,26.24,26.24,verde,amazon,271
ASOS 4505,13.0,13.0,rosa,asos,272
ASOS 4505,17.0,17.0,azul,asos,273
ASOS 4505,16.0,16.0,blanco,asos,274
ASOS 4505,19.5,19.5,verde,asos,275
ASOS 4505,9.0,9.0,negro,asos,276
ASOS 4505,6.64,6.64,gris,asos,277
ASOS 4505,13.0,13.0,blanco,asos,278
ASOS 4505,17.0,17.0,morado,asos,279
ASOS 4505,16.49,16.49,verde,asos,280
ASOS 4505,20.0,20.0,azul,asos,281
ASOS 4505,16.0,16.0,naranja,asos,282
ASOS 4505,26.0,26.0,multicolor,asos,283
ASOS 4505,11.0,11.0,gris,asos,284
ASOS 4505,16.0,16.0,beis,asos,285
ASOS 4505,13.0,13.0,blanco,asos,286
ASOS 4505,6.5,6.5,negro,asos,287
ASOS 4505,22.0,22.0,violeta,asos,288
ASOS 4505,14.5,14.5,blanco,asos,289
ASOS 4505,13.0,13.0,violeta,asos,290
ASOS 4505,18.0,18.0,negro,asos,291
ASOS 4505,17.0,17.0,blanco,asos,292
ASOS 4505,18.5,18.5,beis,asos,293
ASOS 4505,14.0,14.0,blanco,asos,294
ASOS 4505,16.0,16.0,marron,asos,295
ASOS 4505,14.0,14.0,marron,asos,296
ASOS 4505,22.5,22.5,azul,asos,297
ASOS 4505,13.0,13.0,negro,asos,298
ASOS 4505,19.5,19.5,verde,asos,299
ASOS 4505,12.0,12.0,gris,asos,300
ASOS 4505,16.0,16.0,gris,asos,301
ASOS 4505,17.0,17.0,beis,asos,302
ASOS 4505,18.0,18.0,gris,asos,303
ASOS 4505,15.0,15.0,negro,asos,304
ASOS 4505,20.5,20.5,violeta,asos,305
ASOS 4505,14.5,14.5,negro,asos,306
ASOS 4505,21.5,21.5,verde,asos,307
ASOS 4505,16.0,16.0,negro,asos,308
ASOS 4505,16.5,16.5,verde,asos,309
ASOS 4505,13.5,13.5,multicolor,asos,310
ASOS 4505,19.5,19.5,beis,asos,311
ASOS 4505,14.0,14.0,blanco,asos,312
ASOS 4505,18.0,18.0,azul,asos,313
ASOS 4505,9.5,9.5,azul,asos,314
ASOS 4505,13.0,13.0,negro,asos,315
ASOS 4505,13.74,13.74,lila,asos,316
ASOS 4505,18.5,18.5,violeta,asos,317
ASOS 4505,14.5,14.5,multicolor,asos,318
ASOS 4505,18.5,18.5,negro,asos,319
ASOS 4505,13.0,13.0,marron,asos,320
ASOS 4505,41.0,41.0,verde,asos,321
ASOS 4505,26.0,26.0,azul,asos,322
ASOS 4505,10.5,10.5,gris,asos,323
ASOS 4505,13.0,13.0,negro,asos,324
ASOS 4505,14.5,14.5,gris,asos,325
ASOS 4505,18.5,18.5,multicolor,asos,326
ASOS 4505,18.5,18.5,rojo,asos,327
ASOS 4505,13.0,13.0,beis,asos,328
ASOS 4505,13.5,13.5,azul,asos,329
ASOS 4505,15.0,15.0,verde,asos,330
ASOS 4505,15.0,15.0,verde,asos,331
ASOS 4505,19.5,19.5,azul,asos,332
ASOS 4505,13.0,13.0,morado,asos,333
ASOS 4505,24.0,24.0,marron,asos,334
ASOS 4505,19.0,19.0,gris,asos,335
ASOS 4505,15.0,15.0,naranja,asos,336
ASOS 4505,20.5,20.5,negro,asos,337
ASOS 4505,19.5,19.5,morado,asos,338
ASOS 4505,17.0,17.0,blanco,asos,339
ASOS 4505,18.19,18.19,gris,asos,340
ASOS 4505,16.09,16.09,verde,asos,341
ASOS 4505,13.0,13.0,gris,asos,342
ASOS 4505,21.0,21.0,multicolor,asos,343
ASOS 4505,15.0,15.0,negro,asos,344
ASOS 4505,10.0,10.0,naranja,asos,345
ASOS 4505,17.49,17.49,marron,asos,346
ASOS 4505,21.0,21.0,negro,asos,347
ASOS 4505,15.5,15.5,negro,asos,348
ASOS 4505,17.0,17.0,gris,asos,349
ASOS 4505,21.0,21.0,blanco,asos,350
ASOS 4505,17.5,17.5,negro,asos,351
ASOS Curve,12.0,12.0,negro,asos,352
ASOS Curve,10.0,10.0,marron,asos,353
ASOS Curve,14.0,14.0,marron,asos,354
ASOS Curve,8.0,8.0,rojo,asos,355
ASOS Curve,16.09,16.09,marron,asos,356
ASOS Curve,15.0,15.0,blanco,asos,357
ASOS Curve,10.5,10.5,negro,asos,358
ASOS Curve,14.0,14.0,beis,asos,359
ASOS Curve,11.5,11.5,morado,asos,360
ASOS Curve,13.0,13.0,blanco,asos,361
ASOS Curve,22.0,22.0,gris,asos,362
ASOS Curve,17.5,17.5,crema,asos,363
ASOS Curve,26.5,26.5,beis,asos,364
ASOS Curve,6.0,6.0,multicolor,asos,365
ASOS Curve,27.0,27.0,negro,asos,366
ASOS Curve,19.0,19.0,negro,asos,367
ASOS Curve,14.0,14.0,crema,asos,368
ASOS Curve,14.0,14.0,negro,asos,369
ASOS Curve,24.5,24.5,marron,asos,370
ASOS Curve,5.5,5.5,blanco,asos,371
ASOS Curve,13.0,13.0,negro,asos,372
ASOS Curve,10.5,10.5,rojo,asos,373
ASOS Curve,17.59,17.59,marron,asos,374
ASOS Curve,17.5,17.5,negro,asos,375
ASOS Curve,11.0,11.0,marron,asos,376
ASOS Curve,7.49,7.49,beis,asos,377
ASOS Curve,24.5,24.5,negro,asos,378
ASOS Curve,6.0,6.0,blanco,asos,379
ASOS Curve,20.0,20.0,blanco,asos,380
ASOS Curve,13.0,13.0,negro,asos,381
ASOS DESIGN,15.5,15.5,negro,asos,382
ASOS DESIGN,16.5,16.5,negro,asos,383
ASOS DESIGN,19.0,19.0,negro,asos,384
ASOS DESIGN,7.0,7.0,blanco,asos,385
ASOS DESIGN,16.0,16.0,negro,asos,386
ASOS DESIGN,38.5,38.5,gris,asos,387
ASOS DESIGN,11.5,11.5,marron,asos,388
ASOS DESIGN,13.0,13.0,gris,asos,389
ASOS DESIGN,16.0,16.0,morado,asos,390
ASOS DESIGN,17.0,17.0,morado,asos,391
ASOS DESIGN,26.5,26.5,negro,asos,392
ASOS DESIGN,18.5,18.5,negro,asos,393
ASOS DESIGN,10.49,10.49,blanco,asos,394
ASOS DESIGN,20.5,20.5,gris,asos,395
ASOS DESIGN,6.0,6.0,blanco,asos,396
ASOS DESIGN,16.5,16.5,marron,asos,397
ASOS DESIGN,11.0,11.0,verde,asos,398
ASOS DESIGN,11.0,11.0,marron,asos,399
ASOS DESIGN,17.5,17.5,negro,asos,400
ASOS DESIGN,13.0,13.0,marron,asos,401
ASOS DESIGN,17.0,17.0,blanco,asos,402
ASOS DESIGN,9.59,9.59,blanco,asos,403
ASOS DESIGN,13.5,13.5,negro,asos,404
ASOS DESIGN,10.5,10.5,multicolor,asos,405
ASOS DESIGN,16.5,16.5,negro,asos,406
ASOS DESIGN,28.0,28.0,negro,asos,407
ASOS DESIGN,16.5,16.5,multicolor,asos,408
ASOS DESIGN,12.0,12.0,gris,asos,409
ASOS DESIGN,9.5,9.5,blanco,asos,410
ASOS DESIGN,17.5,17.5,multicolor,asos,411
ASOS DESIGN,15.5,15.5,gris,asos,412
ASOS DESIGN,21.5,21.5,negro,asos,413
ASOS DESIGN,16.0,16.0,negro,asos,414
ASOS DESIGN,17.5,17.5,rojo,asos,415
ASOS DESIGN,16.5,16.5,negro,asos,416
ASOS DESIGN,17.5,17.5,negro,asos,417
ASOS DESIGN,17.5,17.5,blanco,asos,418
ASOS DESIGN,9.5,9.5,multicolor,asos,419
ASOS DESIGN,6.0,6.0,marron,asos,420
ASOS DESIGN,14.5,14.5,multicolor,asos,421
ASOS DESIGN,14.5,14.5,negro,asos,422
ASOS DESIGN,20.5,20.5,gris,asos,423
ASOS DESIGN,16.0,16.0,multicolor,asos,424
ASOS DESIGN,12.49,12.49,blanco,asos,425
ASOS DESIGN,11.5,11.5,negro,asos,426
ASOS DESIGN,20.0,20.0,blanco,asos,427
ASOS DESIGN,18.0,18.0,rojo,asos,428
ASOS DESIGN,9.0,9.0,gris,asos,429
ASOS DESIGN,30.0,30.0,blanco,asos,430
ASOS DESIGN,22.5,22.5,blanco,asos,431
ASOS DESIGN,17.5,17.5,verde,asos,432
ASOS DESIGN,20.0,20.0,negro,asos,433
ASOS DESIGN,9.0,9.0,marron,asos,434
ASOS DESIGN,17.5,17.5,morado,asos,435
ASOS DESIGN,23.0,23.0,negro,asos,436
ASOS DESIGN,14.0,14.0,blanco,asos,437
ASOS DESIGN,13.0,13.0,marron,asos,438
ASOS DESIGN,17.5,17.5,blanco,asos,439
ASOS DESIGN,11.5,11.5,blanco,asos,440
ASOS DESIGN,17.5,17.5,negro,asos,441
ASOS DESIGN,8.74,8.74,blanco,asos,442
ASOS DESIGN,11.5,11.5,negro,asos,443
ASOS DESIGN,10.79,10.79,blanco,asos,444
ASOS DESIGN,26.5,26.5,blanco,asos,445
ASOS DESIGN,16.0,16.0,negro,asos,446
ASOS DESIGN,18.0,18.0,gris,asos,447
ASOS DESIGN,9.19,9.19,rosa,asos,448
ASOS DESIGN,19.75,19.75,blanco,asos,449
ASOS DESIGN,13.0,13.0,blanco,asos,450
ASOS DESIGN,15.0,15.0,estampado,asos,451
ASOS DESIGN,16.0,16.0,blanco,asos,452
ASOS DESIGN,14.0,14.0,verde,asos,453
ASOS DESIGN,13.5,13.5,multicolor,asos,454
ASOS DESIGN,13.5,13.5,gris,asos,455
ASOS DESIGN,8.5,8.5,blanco,asos,456
ASOS DESIGN,16.5,16.5,blanco,asos,457
ASOS DESIGN,11.0,11.0,gris,asos,458
ASOS DESIGN,7.0,7.0,multicolor,asos,459
ASOS DESIGN,17.5,17.5,marron,asos,460
ASOS DESIGN,7.49,7.49,negro,asos,461
ASOS DESIGN,9.0,9.0,negro,asos,462
ASOS DESIGN,26.5,26.5,gris,asos,463
ASOS DESIGN,22.0,22.0,naranja,asos,464
ASOS DESIGN,20.0,20.0,verde,asos,465
ASOS DESIGN,13.0,13.0,negro,asos,466
ASOS DESIGN,13.0,13.0,beis,asos,467
ASOS DESIGN,15.0,15.0,verde,asos,468
ASOS DESIGN,10.5,10.5,verde,asos,469
ASOS DESIGN,13.19,13.19,rosa,asos,470
ASOS DESIGN,20.0,20.0,multicolor,asos,471
ASOS DESIGN,8.5,8.5,verde,asos,472
ASOS DESIGN,12.5,12.5,negro,asos,473
ASOS DESIGN,14.0,14.0,rosa,asos,474
ASOS DESIGN,17.5,17.5,negro,asos,475
ASOS DESIGN,25.0,25.0,verde,asos,476
ASOS DESIGN,13.0,13.0,verde,asos,477
ASOS DESIGN,15.0,15.0,verde,asos,478
ASOS DESIGN,12.64,12.64,marron,asos,479
ASOS DESIGN,10.5,10.5,multicolor,asos,480
ASOS DESIGN,18.5,18.5,marron,asos,481
ASOS DESIGN,16.5,16.5,negro,asos,482
ASOS DESIGN,13.0,13.0,negro,asos,483
ASOS DESIGN,8.0,8.0,blanco,asos,484
ASOS DESIGN,14.0,14.0,blanco,asos,485
ASOS DESIGN,28.0,28.0,azul,asos,486
ASOS DESIGN,12.79,12.79,crema,asos,487
ASOS DESIGN,19.0,19.0,gris,asos,488
ASOS DESIGN,8.74,8.74,rojo,asos,489
ASOS DESIGN,11.5,11.5,marron,asos,490
ASOS DESIGN,10.5,10.5,marron,asos,491
ASOS DESIGN,16.0,16.0,negro,asos,492
ASOS DESIGN,14.0,14.0,multicolor,asos,493
ASOS DESIGN,16.0,16.0,azul,asos,494
ASOS DESIGN,14.0,14.0,blanco,asos,495
ASOS DESIGN,13.0,13.0,rosa,asos,496
ASOS DESIGN,5.24,5.24,verde,asos,497
ASOS DESIGN,7.5,7.5,gris,asos,498
ASOS DESIGN,10.5,10.5,crema,asos,499
ASOS DESIGN,10.0,10.0,gris,asos,500
ASOS DESIGN,13.0,13.0,blanco,asos,501
ASOS DESIGN,7.5,7.5,blanco,asos,502
ASOS DESIGN,13.0,13.0,amarillo,asos,503
ASOS DESIGN,16.5,16.5,multicolor,asos,504
ASOS DESIGN,13.0,13.0,crema,asos,505
ASOS DESIGN,13.0,13.0,multicolor,asos,506
ASOS DESIGN,23.5,23.5,negro,asos,507
ASOS DESIGN,14.5,14.5,multicolor,asos,508
ASOS DESIGN,16.0,16.0,gris,asos,509
ASOS DESIGN,8.0,8.0,gris,asos,510
ASOS DESIGN,11.0,11.0,multicolor,asos,511
ASOS DESIGN,20.0,20.0,naranja,asos,512
ASOS DESIGN,20.99,20.99,crema,asos,513
ASOS DESIGN,23.5,23.5,negro,asos,514
ASOS DESIGN,15.0,15.0,blanco,asos,515
ASOS DESIGN,19.0,19.0,rosa,asos,516
ASOS DESIGN,16.5,16.5,negro,asos,517
ASOS DESIGN,13.19,13.19,verde,asos,518
ASOS DESIGN,16.0,16.0,marfil,asos,519
ASOS DESIGN,20.0,20.0,negro,asos,520
ASOS DESIGN,14.5,14.5,marron,asos,521
ASOS DESIGN,9.59,9.59,marfil,asos,522
ASOS DESIGN,21.0,21.0,azul,asos,523
ASOS DESIGN,6.99,6.99,verde,asos,524
ASOS DESIGN,8.5,8.5,negro,asos,525
ASOS DESIGN,5.5,5.5,verde,asos,526
ASOS DESIGN,15.5,15.5,marron,asos,527
ASOS DESIGN,8.74,8.74,blanco,asos,528
ASOS DESIGN,13.0,13.0,verde,asos,529
ASOS DESIGN,14.0,14.0,verde,asos,530
ASOS DESIGN,12.0,12.0,gris,asos,531
ASOS DESIGN,28.5,28.5,negro,asos,532
ASOS DESIGN,11.0,11.0,verde,asos,533
ASOS DESIGN,20.0,20.0,marron,asos,534
ASOS DESIGN,5.5,5.5,multicolor,asos,535
ASOS DESIGN,7.0,7.0,multicolor,asos,536
ASOS DESIGN,6.5,6.5,beis,asos,537
ASOS DESIGN,18.5,18.5,verde,asos,538
ASOS DESIGN,16.5,16.5,marron,asos,539
ASOS DESIGN,16.5,16.5,gris,asos,540
ASOS DESIGN,23.5,23.5,beis,asos,541
ASOS DESIGN,13.0,13.0,morado,asos,542
ASOS DESIGN,10.5,10.5,gris,asos,543
ASOS DESIGN,16.5,16.5,multicolor,asos,544
ASOS DESIGN,15.0,15.0,amarillo,asos,545
ASOS DESIGN,14.0,14.0,negro,asos,546
ASOS DESIGN,12.0,12.0,multicolor,asos,547
ASOS DESIGN,24.0,24.0,negro,asos,548
ASOS DESIGN,7.5,7.5,negro,asos,549
ASOS DESIGN,7.5,7.5,verde,asos,550
ASOS DESIGN,21.5,21.5,blanco,asos,551
ASOS DESIGN,6.5,6.5,azul,asos,552
ASOS DESIGN,21.0,21.0,gris,asos,553
ASOS DESIGN,24.49,24.49,negro,asos,554
ASOS DESIGN,6.0,6.0,blanco,asos,555
ASOS DESIGN,17.5,17.5,blanco,asos,556
ASOS DESIGN,19.0,19.0,negro,asos,557
